# TestSim (Up to date)
# 754 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (28.8 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (�/s),Pitch rate (�/s),Yaw rate (�/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
5.9416,649.57,218.02,-18.104,218.8,18.115,40.613,0.0077535,40.613,0.010938,18.474,0.63959,28.61,-80.6,9.7902,0.014629,6.6262e-5,-1.7924,0.063453,3050.9,10.021,0.68834,0.010624,110.01,80.307,2.9237,0.64813,22602357,91.88,117.3,0.5245,0.5245,0.29121,0.058681,0.17461,0.0022233,0.0063163,4.6964e-4,0,0,0,0,-7.1248e-5,0.028043,10.16,81.073,84.67,0.014346,NaN,10.778,937.9,337.83,0.05,0.11366
5.9916,660.45,217.12,-25.811,217.9,25.839,41.536,0.0080491,41.536,0.011103,18.45,1.1919,28.61,-80.6,9.7901,0.031343,6.3932e-5,-0.63017,-5.1779e-4,3048.2,7.3148,0.68726,0.010623,109.97,80.252,2.9254,0.64559,22491907,67.19,116.14,0.52407,0.52407,0.29131,0.05857,0.17418,0.0047638,0.013759,9.0372e-5,0,0,0,0,-8.8784e-6,0.027928,10.16,81.073,84.609,0.029677,NaN,10.707,936.68,337.79,0.05,0.11403
6.0416,671.27,215.84,-30.368,216.62,30.424,42.457,0.0083729,42.457,0.011299,18.386,1.8519,28.61,-80.6,9.7901,0.010863,6.3526e-5,0.30059,-0.021156,3046.1,5.1501,0.68639,0.010623,109.96,80.207,2.9285,0.6419,22341534,51.606,114.52,0.52343,0.52343,0.29146,0.05841,0.17356,0.0016483,0.0049711,-2.7015e-4,0,0,0,0,2.0439e-6,0.027765,10.16,81.073,84.605,0.022673,NaN,10.637,935.47,337.74,0.05,0.1144
6.0916,682.03,214.34,-32.014,215.12,32.086,43.374,0.0087075,43.374,0.011502,18.29,2.1501,28.61,-80.6,9.7901,0.0029771,6.3461e-5,-0.38007,-0.053425,3044.4,3.4964,0.68572,0.010622,109.93,80.173,2.9289,0.6375,22167032,44.695,112.65,0.52268,0.52268,0.29163,0.058221,0.17283,4.511e-4,0.0016422,2.4778e-5,0,0,0,0,-3.3137e-6,0.027572,10.16,81.073,84.625,0.01392,NaN,10.567,934.27,337.7,0.05,0.11476
6.1416,692.7,212.75,-33.964,213.53,34.048,44.286,0.0090359,44.286,0.01169,18.182,2.399,28.61,-80.6,9.79,0.0096813,6.3854e-5,-0.077725,-0.02285,3043.1,2.2048,0.6852,0.010622,109.89,80.147,2.927,0.63286,21984458,36.803,110.71,0.5219,0.5219,0.29181,0.058023,0.17207,0.0014658,0.0042419,2.1423e-4,0,0,0,0,-1.4066e-7,0.027368,10.16,81.073,84.637,0.016042,NaN,10.497,933.08,337.66,0.05,0.11513
6.1916,703.3,211.07,-38.521,211.84,38.645,45.192,0.0093629,45.192,0.011871,18.057,3.1045,28.61,-80.6,9.79,0.035707,6.6392e-5,0.83399,-0.016496,3042,1.1253,0.68476,0.010622,109.82,80.125,2.9228,0.62798,21794050,20.816,108.7,0.52108,0.52108,0.29199,0.057816,0.17127,0.0054058,0.016122,-3.8274e-4,0,0,0,0,1.6451e-5,0.027152,10.16,81.073,84.621,0.023695,NaN,10.429,931.89,337.62,0.05,0.11549
# Event BURNOUT occurred at t=6.2416 seconds
6.2416,713.81,209.16,-44.656,209.93,44.765,46.091,0.0096965,46.091,0.012054,17.915,3.1251,28.61,-80.6,9.79,0.021766,6.8071e-5,-1.2478,-0.019408,3041.2,0.32558,0.68444,0.010622,109.79,80.108,2.9212,0.62238,21579191,0,106.44,0.52014,0.52015,0.29221,0.057581,0.17036,0.0032892,0.0096259,1.1703e-4,0,0,0,0,-3.7501e-5,0.026907,10.16,81.073,84.559,0.022483,NaN,10.36,930.72,337.58,0.05,0.11589
6.2916,724.21,206.95,-43.829,207.71,43.932,46.983,0.010035,46.983,0.012237,17.766,2.9969,28.61,-80.6,9.79,0.029051,6.9309e-5,-0.0072204,0.0043716,3040.9,0,0.68431,0.010622,109.73,80.101,2.916,0.6159,21334223,0,103.89,0.51908,0.51908,0.29245,0.057311,0.16931,0.0043851,0.012458,4.7824e-5,0,0,0,0,0,0.026623,10.16,81.073,84.528,0.02223,NaN,10.293,929.56,337.54,0.05,0.12214
6.3416,734.5,204.78,-42.977,205.54,43.113,47.868,0.01038,47.868,0.012424,17.605,3.4235,28.61,-80.6,9.7899,0.023013,6.9102e-5,-0.096571,0.0010288,3040.9,0,0.68431,0.010622,109.68,80.101,2.9117,0.60956,21094813,0,101.44,0.51804,0.51804,0.29269,0.05705,0.1683,0.003468,0.010068,1.2856e-4,0,0,0,0,-2.3429e-7,0.026344,10.16,81.073,84.538,0.021593,NaN,10.226,928.41,337.5,0.05,0.12277
6.3916,744.69,202.65,-42.205,203.4,42.329,48.744,0.010726,48.744,0.012608,17.436,3.2344,28.61,-80.6,9.7899,0.010414,6.8578e-5,0.6994,0.042208,3040.9,0,0.68431,0.010622,109.65,80.101,2.9081,0.6033,20858799,0,99.047,0.51703,0.51703,0.29292,0.056794,0.16732,0.0015665,0.0047346,3.374e-4,0,0,0,0,1.2548e-5,0.02607,10.16,81.073,84.52,0.016695,NaN,10.16,927.27,337.46,0.05,0.12339
6.4416,754.77,200.56,-41.459,201.3,41.573,49.612,0.011065,49.612,0.012779,17.279,3.0806,28.61,-80.599,9.7899,8.5452e-4,6.9159e-5,-0.52199,0.64546,3040.9,0,0.68431,0.010622,109.61,80.101,2.9044,0.59717,20627983,0,96.743,0.51605,0.51605,0.29314,0.056547,0.16636,1.2831e-4,6.4371e-4,-1.3845e-4,0,0,0,0,-7.1356e-6,0.025802,10.16,81.073,84.481,0.012704,NaN,10.094,926.14,337.42,0.05,0.124
6.4916,764.74,198.51,-40.747,199.24,40.843,50.472,0.011392,50.472,0.012933,17.133,2.7966,28.61,-80.599,9.7898,0.026131,6.8133e-5,-0.36257,0.023661,3040.9,0,0.68431,0.010622,109.54,80.101,2.8977,0.59113,20400658,0,94.505,0.51509,0.51509,0.29336,0.056306,0.16543,0.0039229,0.011451,-4.0787e-4,0,0,0,0,-3.5141e-6,0.025538,10.16,81.073,84.448,0.019869,NaN,10.029,925.03,337.38,0.05,0.12461
6.5416,774.62,196.49,-40.035,197.22,40.129,51.325,0.011722,51.325,0.013085,16.995,2.7413,28.61,-80.599,9.7898,0.024758,6.8354e-5,0.56966,0.0038986,3040.9,0,0.68431,0.010622,109.5,80.101,2.8936,0.58518,20177042,0,92.334,0.51416,0.51416,0.29357,0.056071,0.16452,0.003712,0.01093,-4.1889e-4,0,0,0,0,8.8543e-6,0.025278,10.16,81.073,84.454,0.024914,NaN,9.965,923.93,337.34,0.05,0.12522
6.5916,784.39,194.5,-39.292,195.23,39.43,52.171,0.012061,52.171,0.013245,16.845,3.3029,28.61,-80.599,9.7898,0.049205,7.0035e-5,-0.21095,0.017077,3040.9,0,0.68431,0.010622,109.44,80.101,2.8873,0.57938,19959356,0,90.249,0.51326,0.51326,0.29378,0.055844,0.16364,0.0073759,0.021301,-2.6497e-4,0,0,0,0,-1.2389e-6,0.025024,10.16,81.073,84.483,0.019619,NaN,9.9014,922.83,337.3,0.05,0.12584
6.6416,794.07,192.56,-38.638,193.28,38.765,53.009,0.012395,53.009,0.013397,16.68,3.1354,28.61,-80.599,9.7897,0.036129,7.274e-5,1.4201,0.011562,3040.9,0,0.68431,0.010622,109.41,80.101,2.8847,0.57366,19744862,0,88.221,0.51238,0.51239,0.29398,0.055623,0.16278,0.0054067,0.015243,-4.9062e-4,0,0,0,0,5.7283e-5,0.024773,10.16,81.073,84.449,0.015963,NaN,9.8386,921.75,337.26,0.05,0.12644
6.6916,803.65,190.64,-38.034,191.35,38.128,53.839,0.01272,53.839,0.013537,16.536,2.6741,28.61,-80.599,9.7897,0.016412,7.3494e-5,-1.6828,0.035118,3040.9,0,0.68431,0.010622,109.39,80.101,2.8827,0.56805,19534367,0,86.257,0.51153,0.51153,0.29417,0.055408,0.16195,0.0024514,0.0069064,2.2665e-4,0,0,0,0,-8.205e-5,0.024527,10.16,81.073,84.365,0.016533,NaN,9.7763,920.68,337.22,0.05,0.12709
6.7416,813.13,188.75,-37.434,189.46,37.509,54.663,0.013039,54.663,0.013667,16.411,2.371,28.61,-80.599,9.7897,0.050124,7.3665e-5,-0.52546,0.0069316,3040.9,0,0.68431,0.010622,109.32,80.101,2.8761,0.56251,19327135,0,84.349,0.5107,0.5107,0.29436,0.055198,0.16113,0.0074889,0.021161,-4.1335e-4,0,0,0,0,-8.1604e-6,0.024285,10.16,81.073,84.307,0.019268,NaN,9.7146,919.62,337.19,0.05,0.12772
6.7916,822.52,186.9,-36.801,187.6,36.891,55.481,0.01336,55.481,0.013797,16.289,2.5764,28.61,-80.599,9.7896,0.017185,7.2737e-5,0.5954,3.5891e-4,3040.9,0,0.68431,0.010622,109.32,80.101,2.8756,0.55707,19123530,0,82.498,0.50988,0.50988,0.29455,0.054993,0.16034,0.0025614,0.0072186,2.7378e-4,0,0,0,0,1.0685e-5,0.024046,10.16,81.073,84.314,0.021387,NaN,9.6536,918.57,337.15,0.05,0.12835
6.8416,831.82,185.07,-36.179,185.77,36.292,56.292,0.013681,56.292,0.013925,16.152,2.8516,28.61,-80.599,9.7896,0.027432,7.237e-5,-0.3917,-0.01044,3040.9,0,0.68431,0.010622,109.27,80.101,2.8714,0.5517,18923181,0,80.7,0.50909,0.50909,0.29473,0.054794,0.15957,0.0040862,0.011913,-1.9294e-4,0,0,0,0,-4.7161e-6,0.023812,10.16,81.073,84.343,0.02122,NaN,9.5931,917.54,337.11,0.05,0.12898
6.8916,841.03,183.28,-35.599,183.97,35.717,57.096,0.014004,57.096,0.014053,16.007,2.8908,28.61,-80.599,9.7896,0.040282,7.1739e-5,0.69062,-0.014984,3040.9,0,0.68431,0.010622,109.23,80.101,2.8671,0.54643,18726450,0,78.957,0.50832,0.50832,0.29491,0.0546,0.15882,0.0059976,0.016802,2.603e-5,0,0,0,0,1.4948e-5,0.023581,10.16,81.073,84.336,0.025898,NaN,9.5333,916.51,337.08,0.05,0.12963
6.9416,850.15,181.51,-35.084,182.2,35.167,57.893,0.014337,57.893,0.014189,15.874,2.4109,28.61,-80.599,9.7896,0.019166,7.2674e-5,-1.0626,-0.021767,3040.9,0,0.68431,0.010622,109.22,80.101,2.8659,0.54121,18531964,0,77.254,0.50757,0.50757,0.29508,0.054409,0.15808,0.0028485,0.0084657,-1.4188e-4,0,0,0,0,-3.6081e-5,0.023354,10.16,81.073,84.286,0.025179,NaN,9.474,915.49,337.04,0.05,0.13025
6.9916,859.18,179.77,-34.548,180.46,34.627,58.683,0.014675,58.683,0.014328,15.757,2.3371,28.61,-80.599,9.7895,0.024321,7.4205e-5,-0.30699,-0.008399,3040.9,0,0.68431,0.010622,109.18,80.101,2.8626,0.53611,18341731,0,75.61,0.50683,0.50683,0.29525,0.054225,0.15736,0.003612,0.010463,2.6137e-4,0,0,0,0,-3.0698e-6,0.023131,10.16,81.073,84.252,0.026027,NaN,9.4153,914.48,337,0.05,0.13086
7.0416,868.13,178.05,-34.045,178.74,34.105,59.468,0.01502,59.468,0.014471,15.648,2.0205,28.61,-80.599,9.7895,0.061313,7.1886e-5,0.78086,-0.010772,3040.9,0,0.68431,0.010622,109.12,80.101,2.8564,0.53101,18152172,0,73.991,0.50611,0.50611,0.29541,0.054042,0.15666,0.0091113,0.025833,4.8752e-4,0,0,0,0,2.0249e-5,0.022911,10.16,81.073,84.26,0.021769,NaN,9.3572,913.48,336.97,0.05,0.13149
7.0916,876.99,176.37,-33.459,177.05,33.574,60.248,0.015363,60.248,0.01461,15.531,2.7824,28.61,-80.599,9.7895,0.057592,7.1175e-5,-1.0345,-9.2445e-4,3040.9,0,0.68431,0.010622,109.1,80.101,2.854,0.52608,17969101,0,72.447,0.50542,0.50542,0.29557,0.053868,0.15598,0.0085495,0.024146,5.9505e-5,0,0,0,0,-3.6212e-5,0.022694,10.16,81.073,84.318,0.014266,NaN,9.2996,912.49,336.93,0.05,0.13213
7.1416,885.77,174.71,-32.938,175.38,33.077,61.021,0.015694,61.021,0.014736,15.381,3.0356,28.61,-80.599,9.7895,0.10264,7.0054e-5,1.32,0.0089666,3040.9,0,0.68431,0.010622,109.03,80.101,2.8474,0.52123,17788875,0,70.947,0.50474,0.50476,0.29572,0.053697,0.15532,0.015253,0.043371,1.0834e-4,0,0,0,0,6.0077e-5,0.02248,10.16,81.073,84.314,0.011661,NaN,9.2425,911.51,336.9,0.05,0.13254
7.1916,894.46,173.07,-32.519,173.74,32.604,61.786,0.016012,61.786,0.014849,15.245,2.3506,28.61,-80.599,9.7894,0.0030528,6.9028e-5,2.7289,0.51076,3040.9,0,0.68431,0.010622,109.1,80.101,2.854,0.51641,1.761e7,0,69.474,0.50407,0.50407,0.29588,0.05353,0.15467,4.514e-4,0.0014479,-4.5522e-5,0,0,0,0,2.6164e-4,0.02227,10.16,81.073,84.201,0.014735,NaN,9.186,910.54,336.87,0.05,0.13293
7.2416,903.07,171.45,-32.146,172.12,32.174,62.546,0.016323,62.546,0.014953,15.154,1.3285,28.61,-80.599,9.7894,0.15133,7.4633e-5,-0.83959,0.016353,3040.9,0,0.68431,0.010622,108.94,80.101,2.8382,0.5116,17431926,0,68.027,0.50341,0.50345,0.29603,0.053364,0.15402,0.022496,0.064322,1.4239e-4,0,0,0,0,-2.524e-5,0.022063,10.16,81.073,84.097,0.023757,NaN,9.13,909.57,336.83,0.05,0.13331
7.2916,911.61,169.86,-31.641,170.53,31.688,63.302,0.01664,63.302,0.015061,15.083,1.7394,28.61,-80.599,9.7894,0.080703,6.8744e-5,2.3651,0.014846,3040.9,0,0.68431,0.010622,108.98,80.101,2.8423,0.50691,17258442,0,66.628,0.50278,0.50279,0.29617,0.053204,0.1534,0.011952,0.033622,1.3055e-4,0,0,0,0,2.0405e-4,0.021858,10.16,81.073,84.143,0.027718,NaN,9.0746,908.62,336.8,0.05,0.1337
7.3416,920.06,168.29,-31.113,168.96,31.213,64.054,0.016965,64.054,0.015175,14.976,2.4999,28.61,-80.599,9.7893,0.053903,6.8024e-5,-2.5785,0.022486,3040.9,0,0.68431,0.010622,108.98,80.101,2.8426,0.50228,17087212,0,65.266,0.50216,0.50216,0.29631,0.053047,0.1528,0.0079682,0.023333,-3.9809e-4,0,0,0,0,-2.4707e-4,0.021657,10.16,81.073,84.279,0.023542,NaN,9.0196,907.68,336.76,0.05,0.13407
7.3916,928.44,166.75,-30.635,167.41,30.775,64.799,0.017291,64.799,0.015289,14.837,2.9308,28.61,-80.599,9.7893,0.13593,7.0651e-5,-0.19197,0.020651,3040.9,0,0.68431,0.010622,108.89,80.101,2.8331,0.49772,16919099,0,63.948,0.50155,0.50158,0.29645,0.052895,0.1522,0.020147,0.057092,-3.1105e-5,0,0,0,0,-1.3949e-6,0.021458,10.16,81.073,84.354,0.011602,NaN,8.9652,906.74,336.73,0.05,0.13448
7.4416,936.73,165.23,-30.25,165.88,30.354,65.537,0.017603,65.537,0.01539,14.698,2.5083,28.61,-80.599,9.7893,0.072462,7.0925e-5,2.3903,0.026412,3040.9,0,0.68431,0.010622,108.92,80.101,2.8368,0.49323,16753227,0,62.657,0.50096,0.50097,0.29659,0.052745,0.15163,0.010704,0.030202,4.0959e-4,0,0,0,0,2.2026e-4,0.021262,10.16,81.073,84.292,0.0087664,NaN,8.9112,905.81,336.7,0.05,0.13485
7.4916,944.96,163.72,-29.889,164.37,29.956,66.27,0.017902,66.27,0.015478,14.587,1.9994,28.61,-80.599,9.7893,0.013474,7.205e-5,-2.9735,-0.010337,3040.9,0,0.68431,0.010622,108.96,80.101,2.8402,0.48884,16591208,0,61.412,0.50038,0.50038,0.29672,0.052601,0.15106,0.001984,0.0055787,-2.3409e-4,0,0,0,0,-3.4709e-4,0.021069,10.16,81.073,84.151,0.022213,NaN,8.8578,904.9,336.67,0.05,0.13522
7.5416,953.11,162.24,-29.54,162.88,29.578,66.997,0.018204,66.997,0.015568,14.5,1.493,28.61,-80.599,9.7892,0.10096,7.0385e-5,-1.6562,-0.0093522,3040.9,0,0.68431,0.010622,108.86,80.101,2.8304,0.48448,16430657,0,60.194,0.49982,0.49983,0.29685,0.052459,0.15051,0.01491,0.042523,-4.3152e-5,0,0,0,0,-1.0965e-4,0.020879,10.16,81.073,84.028,0.035521,NaN,8.8048,903.98,336.63,0.05,0.1356
7.5916,961.18,160.77,-29.158,161.41,29.19,67.72,0.018525,67.72,0.015673,14.431,1.359,28.61,-80.599,9.7892,0.12037,6.7572e-5,0.84574,-0.014236,3040.9,0,0.68431,0.010622,108.82,80.101,2.8268,0.48014,16271235,0,58.997,0.49926,0.49928,0.29697,0.052319,0.14997,0.017779,0.0505,-1.9783e-4,0,0,0,0,2.9116e-5,0.020691,10.16,81.073,84.007,0.033977,NaN,8.7523,903.08,336.6,0.05,0.13599
7.6416,969.18,159.32,-28.723,159.97,28.78,68.44,0.01886,68.44,0.015789,14.353,1.8236,28.61,-80.599,9.7892,0.027236,7.0854e-5,2.49,-0.073412,3040.9,0,0.68431,0.010622,108.89,80.101,2.8334,0.47586,16114176,0,57.828,0.49872,0.49872,0.2971,0.052182,0.14944,0.0040047,0.010859,4.0041e-4,0,0,0,0,2.5698e-4,0.020505,10.16,81.073,84.099,0.01924,NaN,8.7003,902.19,336.57,0.05,0.13638
7.6916,977.11,157.9,-28.28,158.54,28.391,69.155,0.019191,69.155,0.0159,14.244,2.5065,28.61,-80.599,9.7892,0.1103,6.9908e-5,-1.5766,-0.017536,3040.9,0,0.68431,0.010622,108.79,80.101,2.8241,0.47167,1.596e7,0,56.7,0.49819,0.49821,0.29722,0.052049,0.14892,0.016265,0.046396,4.5489e-4,0,0,0,0,-1.0488e-4,0.020322,10.16,81.073,84.211,0.0087382,NaN,8.6488,901.3,336.54,0.05,0.13678
7.7416,984.97,156.49,-27.914,157.13,28.027,69.864,0.019506,69.864,0.015997,14.115,2.5157,28.61,-80.599,9.7892,0.12181,6.5305e-5,0.98191,-0.020659,3040.9,0,0.68431,0.010622,108.77,80.101,2.8213,0.46752,15807989,0,55.593,0.49767,0.49769,0.29734,0.051918,0.14841,0.017958,0.051076,1.9631e-4,0,0,0,0,4.1418e-5,0.020141,10.16,81.073,84.226,0.01577,NaN,8.5977,900.42,336.51,0.05,0.13716
7.7916,992.76,155.1,-27.611,155.73,27.681,70.566,0.019815,70.566,0.016088,14.002,1.957,28.61,-80.599,9.7891,0.019822,6.2602e-5,2.4555,-0.081576,3040.9,0,0.68431,0.010622,108.84,80.101,2.8288,0.46341,15657463,0,54.509,0.49716,0.49716,0.29745,0.05179,0.14792,0.0029081,0.0074795,-2.1038e-4,0,0,0,0,2.6367e-4,0.019963,10.16,81.073,84.131,0.027388,NaN,8.547,899.55,336.48,0.05,0.13757
7.8416,1000.5,153.73,-27.319,154.36,27.356,71.264,0.02013,71.264,0.016184,13.919,1.4167,28.61,-80.599,9.7891,0.083994,6.3861e-5,-1.7327,-0.016111,3040.9,0,0.68431,0.010622,108.77,80.101,2.8214,0.45935,15509169,0,53.455,0.49666,0.49667,0.29757,0.051665,0.14743,0.012349,0.034881,3.7495e-4,0,0,0,0,-1.3364e-4,0.019787,10.16,81.073,84.019,0.032338,NaN,8.4968,898.69,336.45,0.05,0.13815
7.8916,1008.1,152.37,-26.968,153,27.014,71.959,0.020457,71.959,0.016288,13.847,1.5658,28.61,-80.599,9.7891,0.052172,6.058e-5,-0.25499,-0.013366,3040.9,0,0.68431,0.010622,108.78,80.101,2.8226,0.4554,15365352,0,52.441,0.49618,0.49619,0.29768,0.051544,0.14696,0.0076555,0.021471,1.3861e-4,0,0,0,0,-2.9453e-6,0.019613,10.16,81.073,83.972,0.029234,NaN,8.4471,897.88,336.42,0.05,0.13876
7.9416,1015.7,151.03,-26.639,151.66,26.683,72.649,0.02079,72.649,0.016397,13.769,1.5309,28.61,-80.599,9.7891,0.052574,6.1593e-5,0.6516,-0.0091611,3040.9,0,0.68431,0.010622,108.76,80.101,2.821,0.45143,15221014,0,51.433,0.4957,0.49571,0.29779,0.051423,0.14649,0.0077101,0.021239,5.0439e-5,0,0,0,0,1.9577e-5,0.019441,10.16,81.073,83.982,0.024643,NaN,8.3978,897.07,336.39,0.05,0.13954
7.9916,1023.2,149.71,-26.291,150.33,26.349,73.335,0.021125,73.335,0.016505,13.688,1.7546,28.61,-80.599,9.789,0.0021741,6.2186e-5,-1.1759,-0.16941,3040.9,0,0.68431,0.010622,108.79,80.101,2.824,0.44752,15079016,0,50.452,0.49524,0.49524,0.29789,0.051306,0.14604,3.1798e-4,0.0010027,1.7293e-4,0,0,0,0,-6.4885e-5,0.019271,10.16,81.073,84.032,0.021498,NaN,8.3489,896.27,336.36,0.05,0.14006
8.0416,1030.7,148.4,-25.956,149.02,26.028,74.018,0.021458,74.018,0.016611,13.595,1.9346,28.61,-80.599,9.789,0.049523,6.332e-5,-0.66907,-0.010224,3040.9,0,0.68431,0.010622,108.73,80.101,2.8182,0.44365,14938791,0,49.495,0.49478,0.49478,0.298,0.05119,0.14559,0.0072537,0.020809,-3.2871e-4,0,0,0,0,-2.1378e-5,0.019104,10.16,81.073,84.082,0.022876,NaN,8.3005,895.48,336.33,0.05,0.14049
8.0916,1038.1,147.11,-25.641,147.73,25.719,74.695,0.021789,74.695,0.016714,13.496,1.9994,28.61,-80.599,9.789,0.071329,6.2939e-5,0.43917,-0.006318,3040.9,0,0.68431,0.010622,108.7,80.101,2.8147,0.43984,14800884,0,48.563,0.49433,0.49434,0.2981,0.051078,0.14515,0.010452,0.029196,-5.0689e-5,0,0,0,0,9.3724e-6,0.018938,10.16,81.073,84.089,0.025611,NaN,8.2525,894.69,336.3,0.05,0.14088
8.1416,1045.4,145.84,-25.355,146.45,25.423,75.367,0.022122,75.367,0.016818,13.399,1.8482,28.61,-80.599,9.789,0.043744,6.3306e-5,1.487,-0.0052964,3040.9,0,0.68431,0.010622,108.71,80.101,2.8158,0.43609,14664904,0,47.653,0.49389,0.49389,0.2982,0.050968,0.14472,0.0063989,0.017844,-4.9186e-4,0,0,0,0,1.0932e-4,0.018774,10.16,81.073,84.038,0.0265,NaN,8.2049,893.92,336.27,0.05,0.14125
8.1916,1052.7,144.58,-25.089,145.19,25.139,76.035,0.022456,76.035,0.016922,13.313,1.5818,28.61,-80.599,9.7889,0.012489,6.3382e-5,-1.75,-0.0050768,3040.9,0,0.68431,0.010622,108.72,80.101,2.8172,0.43238,14530656,0,46.764,0.49346,0.49346,0.2983,0.05086,0.1443,0.0018235,0.0056942,4.6953e-4,0,0,0,0,-1.5406e-4,0.018612,10.16,81.073,83.954,0.025122,NaN,8.1577,893.14,336.24,0.05,0.14164
8.2416,1059.9,143.33,-24.823,143.94,24.861,76.699,0.022791,76.699,0.017025,13.239,1.391,28.61,-80.599,9.7889,0.053205,6.4497e-5,-1.1639,-4.7303e-5,3040.9,0,0.68431,0.010622,108.67,80.101,2.8121,0.42871,14398102,0,45.895,0.49304,0.49305,0.2984,0.050754,0.14389,0.007778,0.022069,-1.2001e-4,0,0,0,0,-6.9327e-5,0.018452,10.16,81.073,83.879,0.022136,NaN,8.1109,892.38,336.21,0.05,0.14202
8.2916,1067,142.1,-24.547,142.7,24.583,77.359,0.023123,77.359,0.017126,13.172,1.3325,28.61,-80.599,9.7889,0.062689,6.3671e-5,-0.17012,0.0079663,3040.9,0,0.68431,0.010622,108.65,80.101,2.8099,0.42507,14266825,0,45.044,0.49263,0.49264,0.29849,0.05065,0.14349,0.0091637,0.025465,1.9958e-4,0,0,0,0,-1.5068e-6,0.018294,10.16,81.073,83.845,0.021537,NaN,8.0645,891.62,336.19,0.05,0.14243
8.3416,1074.1,140.88,-24.265,141.48,24.304,78.016,0.023453,78.016,0.017224,13.104,1.3812,28.61,-80.599,9.7889,0.044756,6.399e-5,0.70229,-0.0011925,3040.9,0,0.68431,0.010622,108.65,80.101,2.8102,0.42146,14136588,0,44.207,0.49222,0.49223,0.29858,0.050548,0.14309,0.0065342,0.01806,-3.8126e-4,0,0,0,0,2.6126e-5,0.018137,10.16,81.073,83.859,0.023695,NaN,8.0185,890.87,336.16,0.05,0.14288
8.3916,1081.1,139.67,-23.976,140.28,24.026,78.669,0.023782,78.669,0.017321,13.031,1.5576,28.61,-80.599,9.7889,0.0059329,6.4159e-5,-1.0259,0.027722,3040.9,0,0.68431,0.010622,108.68,80.101,2.8124,0.41789,14008008,0,43.389,0.49182,0.49182,0.29867,0.050448,0.1427,8.6436e-4,0.0024703,9.7492e-5,0,0,0,0,-5.6711e-5,0.017983,10.16,81.073,83.906,0.027555,NaN,7.9729,890.12,336.13,0.05,0.14326
8.4416,1088,138.48,-23.689,139.08,23.756,79.319,0.024115,79.319,0.017419,12.947,1.7817,28.61,-80.599,9.7888,0.069262,6.4323e-5,-0.42817,-0.0068413,3040.9,0,0.68431,0.010622,108.6,80.101,2.8054,0.41437,13881561,0,42.594,0.49143,0.49144,0.29876,0.05035,0.14232,0.010113,0.028693,2.7193e-4,0,0,0,0,-1.0049e-5,0.01783,10.16,81.073,83.946,0.033066,NaN,7.9277,889.38,336.1,0.05,0.14365
8.4916,1094.9,137.3,-23.444,137.9,23.501,79.964,0.024455,79.964,0.017523,12.86,1.6433,28.61,-80.599,9.7888,0.043064,6.4552e-5,0.50623,-0.023012,3040.9,0,0.68431,0.010622,108.62,80.101,2.8065,0.41086,13755459,0,41.808,0.49105,0.49105,0.29885,0.050253,0.14195,0.0062779,0.017875,-3.7836e-4,0,0,0,0,1.4291e-5,0.017678,10.16,81.073,83.942,0.038563,NaN,7.8829,888.65,336.08,0.05,0.14403
8.5416,1101.8,136.13,-23.212,136.73,23.256,80.605,0.024806,80.605,0.017633,12.784,1.4263,28.61,-80.599,9.7888,0.0059925,6.4607e-5,-0.76766,-0.12611,3040.9,0,0.68431,0.010622,108.64,80.101,2.8086,0.4074,13630947,0,41.039,0.49067,0.49067,0.29894,0.050158,0.14158,8.7184e-4,0.0022665,-4.5526e-4,0,0,0,0,-3.3429e-5,0.017529,10.16,81.073,83.907,0.036257,NaN,7.8385,887.92,336.05,0.05,0.14441
