# TestSim (Up to date)
# 293 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (28.8 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (�/s),Pitch rate (�/s),Yaw rate (�/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
38.557,290.41,-5.1316,-0.0061108,5.1286,0.054323,-34.464,0.004227,34.464,179.99,1.9103,0.053978,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015118,321996,0,15.433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1483e-4,NaN,NaN,NaN,NaN,1.9093,13.096,978.89,339.23,0.5,0.28423
39.057,287.84,-5.1268,0.0094328,5.1324,0.17659,-35.441,0.0041919,35.441,179.99,1.9985,0.17634,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015129,322301,0,15.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1364e-4,NaN,NaN,NaN,NaN,2.003,13.112,979.19,339.24,0.5,0.28429
39.557,285.28,-5.1294,-0.0050464,5.1282,0.22867,-36.469,0.0041561,36.469,179.99,2.1128,0.22861,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015116,322106,0,15.439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1821e-4,NaN,NaN,NaN,NaN,2.1186,13.129,979.49,339.26,0.5,0.28436
40.057,282.72,-5.1264,0.0059112,5.1302,0.176,-37.503,0.0041186,37.503,179.99,2.0248,0.1759,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015121,322293,0,15.454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2542e-4,NaN,NaN,NaN,NaN,2.021,13.146,979.79,339.27,0.5,0.28443
40.557,280.16,-5.1091,0.034672,5.1469,0.88165,-38.406,0.0040809,38.406,179.99,1.5843,0.88097,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01517,323411,0,15.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1972e-4,NaN,NaN,NaN,NaN,1.5655,13.162,980.09,339.28,0.5,0.2845
41.057,277.6,-5.1356,-0.053059,5.1171,0.54664,-39.266,0.0040477,39.266,179.99,1.8564,0.54406,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015082,321598,0,15.383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9374e-4,NaN,NaN,NaN,NaN,1.8701,13.179,980.39,339.29,0.5,0.28457
41.557,275.04,-5.101,0.069136,5.1532,0.81948,-40.296,0.0040162,40.296,179.99,2.2646,0.81656,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015188,323936,0,15.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1109e-4,NaN,NaN,NaN,NaN,2.282,13.196,980.69,339.3,0.5,0.28463
42.057,272.48,-5.146,-0.089932,5.1031,0.29397,-41.393,0.0039788,41.393,179.99,2.1247,0.27987,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01504,320853,0,15.307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3187e-4,NaN,NaN,NaN,NaN,2.1178,13.212,980.99,339.31,0.5,0.2847
42.557,269.91,-5.1059,0.080262,5.146,0.088898,-42.451,0.0039389,42.451,179.99,2.1056,0.038221,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015166,323615,0,15.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2809e-4,NaN,NaN,NaN,NaN,2.1051,13.229,981.29,339.32,0.5,0.28477
43.057,267.35,-5.1397,-0.067699,5.1075,0.25425,-43.473,0.0039002,43.473,179.99,1.9831,0.24507,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015052,321256,0,15.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2226e-4,NaN,NaN,NaN,NaN,1.9773,13.246,981.59,339.33,0.5,0.28484
43.557,264.79,-5.1083,0.062738,5.1406,0.1969,-44.488,0.0038627,44.488,180,2.0764,0.18664,28.61,-80.6,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015149,323407,0,15.544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1881e-4,NaN,NaN,NaN,NaN,2.0808,13.262,981.89,339.34,0.5,0.28492
44.057,262.23,-5.1269,-0.037066,5.1186,0.6187,-45.449,0.0038257,45.449,180,1.7676,0.61759,28.61,-80.6,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015084,322082,0,15.415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2074e-4,NaN,NaN,NaN,NaN,1.7533,13.279,982.19,339.35,0.5,0.28505
44.557,259.67,-5.1185,0.016768,5.127,0.055364,-46.339,0.0037905,46.339,180,1.794,0.052764,28.61,-80.6,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015108,322676,0,15.469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0522e-4,NaN,NaN,NaN,NaN,1.7955,13.296,982.49,339.36,0.5,0.28512
45.057,257.11,-5.1241,-0.011205,5.1194,0.18904,-47.213,0.0037578,47.213,180,1.6996,0.18871,28.61,-80.6,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015085,322268,0,15.428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0564e-4,NaN,NaN,NaN,NaN,1.6956,13.312,982.8,339.37,0.5,0.28519
45.557,254.55,-5.1171,0.013981,5.1258,0.24918,-48.094,0.0037259,48.094,180,1.824,0.24878,28.61,-80.6,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015103,322730,0,15.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0132e-4,NaN,NaN,NaN,NaN,1.83,13.329,983.1,339.38,0.5,0.28526
46.057,251.99,-5.1229,-0.011689,5.118,0.18747,-49.029,0.0036938,49.029,180,1.9176,0.1871,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01508,322310,0,15.427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0711e-4,NaN,NaN,NaN,NaN,1.9223,13.345,983.4,339.39,0.5,0.28538
46.557,249.43,-5.1117,0.022491,5.1288,0.46929,-50.046,0.0036597,50.046,180,2.1519,0.46875,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015112,323053,0,15.496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1304e-4,NaN,NaN,NaN,NaN,2.1626,13.362,983.7,339.4,0.5,0.28545
47.057,246.87,-5.1257,-0.027988,5.1124,0.16141,-51.103,0.0036227,51.103,180,2.0725,0.15896,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015063,322082,0,15.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2583e-4,NaN,NaN,NaN,NaN,2.069,13.379,984,339.41,0.5,0.28552
47.557,244.31,-5.1122,0.027029,5.1259,0.090207,-52.128,0.0035842,52.128,180,2.0294,0.086062,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015102,322999,0,15.486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2252e-4,NaN,NaN,NaN,NaN,2.0279,13.395,984.3,339.42,0.5,0.28559
48.057,241.75,-5.1197,-0.014958,5.1162,0.38893,-53.094,0.0035467,53.094,180,1.8351,0.38864,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015073,322453,0,15.431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1834e-4,NaN,NaN,NaN,NaN,1.8265,13.412,984.6,339.43,0.5,0.28565
48.557,239.19,-5.1147,0.0099914,5.1205,0.17963,-54.034,0.0035114,54.034,180,1.9248,0.17935,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015085,322790,0,15.461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0802e-4,NaN,NaN,NaN,NaN,1.9291,13.429,984.9,339.44,0.5,0.28572
49.057,236.64,-5.1187,-0.0080113,5.1148,0.083714,-54.986,0.003477,54.986,180,1.8831,0.083329,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015068,322497,0,15.431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1248e-4,NaN,NaN,NaN,NaN,1.8816,13.445,985.2,339.45,0.5,0.28579
49.557,234.08,-5.1133,0.010644,5.1193,0.15773,-55.947,0.0034423,55.947,180,1.9618,0.15737,28.61,-80.601,9.7914,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015081,322845,0,15.461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1058e-4,NaN,NaN,NaN,NaN,1.9656,13.462,985.5,339.46,0.5,0.28587
50.057,231.52,-5.1154,-0.0041577,5.1157,0.29392,-56.965,0.0034073,56.965,180,2.1087,0.29389,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01507,322678,0,15.443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1447e-4,NaN,NaN,NaN,NaN,2.1157,13.478,985.8,339.47,0.5,0.28593
50.557,228.97,-5.1026,0.025568,5.1278,0.68563,-57.934,0.0033703,57.934,180,1.7662,0.68516,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015105,323511,0,15.521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2356e-4,NaN,NaN,NaN,NaN,1.7521,13.495,986.1,339.48,0.5,0.286
51.057,226.41,-5.121,-0.036724,5.1068,0.39705,-58.866,0.0033349,58.866,180,1.9638,0.39535,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015043,322250,0,15.397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0226e-4,NaN,NaN,NaN,NaN,1.9733,13.512,986.4,339.49,0.5,0.28608
51.557,223.85,-5.1056,0.030729,5.1225,0.23501,-59.877,0.0033008,59.877,180,2.0803,0.233,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015088,323300,0,15.496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1549e-4,NaN,NaN,NaN,NaN,2.0857,13.528,986.7,339.5,0.5,0.28614
52.057,221.3,-5.1178,-0.024418,5.1078,0.28329,-60.882,0.0032641,60.882,180,1.9392,0.28224,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015045,322437,0,15.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2067e-4,NaN,NaN,NaN,NaN,1.9331,13.545,987,339.51,0.5,0.28621
52.557,218.74,-5.095,0.045697,5.1309,0.70537,-61.764,0.0032275,61.764,180,1.5873,0.70389,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015112,323963,0,15.554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1369e-4,NaN,NaN,NaN,NaN,1.5733,13.562,987.3,339.52,0.5,0.28628
53.057,216.19,-5.1131,-0.036274,5.1097,0.74293,-62.65,0.0031952,62.65,180,1.9583,0.74205,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01505,322691,0,15.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9219e-4,NaN,NaN,NaN,NaN,1.9752,13.578,987.59,339.53,0.5,0.28635
53.557,213.64,-5.1077,0.010903,5.115,0.26201,-63.662,0.0031629,63.662,180,2.0892,0.26178,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015065,323085,0,15.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1424e-4,NaN,NaN,NaN,NaN,2.0952,13.595,987.89,339.54,0.5,0.28641
54.057,211.08,-5.1122,-0.008993,5.1088,0.20307,-64.681,0.0031262,64.681,180,1.9877,0.20287,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015046,322759,0,15.432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2145e-4,NaN,NaN,NaN,NaN,1.9836,13.611,988.19,339.55,0.5,0.28648
54.557,208.53,-5.1057,0.013054,5.1145,0.29767,-65.712,0.0030891,65.712,180,2.1364,0.29738,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015062,323187,0,15.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1586e-4,NaN,NaN,NaN,NaN,2.1432,13.628,988.49,339.56,0.5,0.28655
55.057,205.98,-5.1058,-3.6132e-4,5.1128,0.51806,-66.845,0.0030515,66.845,180,2.3955,0.51806,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015057,323143,0,15.464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2416e-4,NaN,NaN,NaN,NaN,2.4069,13.645,988.79,339.57,0.5,0.28662
55.557,203.42,-5.0976,0.016515,5.1202,0.73652,-67.951,0.0030105,67.951,180,2.0273,0.73633,28.61,-80.601,9.7915,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015078,323672,0,15.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4122e-4,NaN,NaN,NaN,NaN,2.0125,13.661,989.09,339.58,0.5,0.28669
56.057,200.87,-5.1124,-0.029614,5.1031,0.45743,-68.908,0.0029702,68.908,180,1.7991,0.45647,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015027,322659,0,15.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1651e-4,NaN,NaN,NaN,NaN,1.7893,13.678,989.39,339.59,0.5,0.28675
56.557,198.32,-5.103,0.018869,5.1124,0.0247,-69.809,0.0029351,69.809,180,1.807,0.015939,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015054,323309,0,15.473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0519e-4,NaN,NaN,NaN,NaN,1.8077,13.694,989.69,339.6,0.5,0.28682
57.057,195.76,-5.1098,-0.01372,5.1036,0.15535,-70.693,0.0029022,70.693,180,1.7297,0.15475,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015028,322816,0,15.423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.045e-4,NaN,NaN,NaN,NaN,1.7266,13.711,989.99,339.61,0.5,0.28689
57.557,193.21,-5.1019,0.015919,5.1109,0.20763,-71.532,0.0028699,71.532,180,1.6262,0.20702,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015049,323345,0,15.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0118e-4,NaN,NaN,NaN,NaN,1.6221,13.728,990.29,339.62,0.5,0.28696
58.032,190.79,-5.0822,0.041499,5.131,1.0532,-72.423,0.0028409,72.423,180,2.1258,1.0524,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015108,324680,0,15.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9493e-4,NaN,NaN,NaN,NaN,2.1725,13.744,990.59,339.63,0.47475,0.28702
58.532,188.24,-5.1215,-0.078681,5.0868,0.42151,-73.434,0.0028069,73.434,180,1.9187,0.4141,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.014977,321939,0,15.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2077e-4,NaN,NaN,NaN,NaN,1.9094,13.76,990.87,339.64,0.5,0.2871
59.032,185.69,-5.0857,0.071652,5.1246,0.35038,-74.35,0.0027702,74.35,180,1.7472,0.34297,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015088,324397,0,15.565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1294e-4,NaN,NaN,NaN,NaN,1.741,13.776,991.17,339.65,0.5,0.28717
59.532,183.14,-5.1194,-0.067477,5.0867,0.20247,-75.248,0.0027367,75.248,180,1.8427,0.19089,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.014976,322061,0,15.339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9922e-4,NaN,NaN,NaN,NaN,1.8474,13.793,991.47,339.66,0.5,0.28723
60.032,180.59,-5.0849,0.069031,5.1228,0.36722,-76.124,0.002704,76.124,180,1.6623,0.36067,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015082,324415,0,15.562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0841e-4,NaN,NaN,NaN,NaN,1.6558,13.81,991.77,339.67,0.5,0.2873
60.532,178.04,-5.1179,-0.066106,5.0857,0.18321,-76.977,0.0026721,76.977,180,1.7478,0.17087,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.014972,322127,0,15.341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9471e-4,NaN,NaN,NaN,NaN,1.752,13.826,992.07,339.68,0.5,0.28737
61.032,175.49,-5.0871,0.061639,5.118,0.065822,-77.853,0.002641,77.853,180,1.7593,0.023089,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015067,324235,0,15.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.031e-4,NaN,NaN,NaN,NaN,1.7601,13.843,992.37,339.69,0.5,0.28744
61.532,172.94,-5.1,-0.02585,5.102,0.7473,-78.826,0.0026092,78.826,180,2.1327,0.74685,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015019,323289,0,15.447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0004e-4,NaN,NaN,NaN,NaN,2.1487,13.859,992.67,339.7,0.5,0.2875
62.032,170.39,-5.0963,0.0074669,5.1052,0.44015,-79.838,0.0025739,79.838,180,1.9127,0.44009,28.61,-80.601,9.7916,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015028,323553,0,15.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2328e-4,NaN,NaN,NaN,NaN,1.904,13.876,992.97,339.71,0.5,0.28757
62.532,167.84,-5.1005,-0.0082929,5.0995,0.34534,-80.751,0.0025372,80.751,180,1.7401,0.34524,28.61,-80.601,9.7917,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015011,323256,0,15.439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0963e-4,NaN,NaN,NaN,NaN,1.7332,13.892,993.27,339.72,0.5,0.28764
63.032,165.29,-5.0984,0.0040544,5.1005,0.053513,-81.614,0.0025039,81.614,180,1.7134,0.053359,28.61,-80.601,9.7917,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015014,323387,0,15.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0061e-4,NaN,NaN,NaN,NaN,1.7126,13.909,993.56,339.73,0.5,0.2877
63.532,162.74,-5.0981,6.0957e-4,5.0995,0.20278,-82.496,0.0024724,82.496,180,1.8148,0.20278,28.61,-80.601,9.7917,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01501,323387,0,15.447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9897e-4,NaN,NaN,NaN,NaN,1.8193,13.926,993.86,339.74,0.5,0.28777
64.032,160.2,-5.0913,0.013579,5.1053,0.52286,-83.339,0.0024404,83.339,180,1.5534,0.52269,28.61,-80.601,9.7917,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015027,323820,0,15.486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0435e-4,NaN,NaN,NaN,NaN,1.5434,13.942,994.16,339.75,0.5,0.28784
64.447,158.09,-5.071,0.049062,5.1294,1.2064,-84.086,0.0024147,84.086,180,2.053,1.2054,28.61,-80.601,9.7917,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015097,325412,0,15.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9011e-4,NaN,NaN,NaN,NaN,2.1774,13.959,994.46,339.76,0.41446,0.2879
64.947,155.54,-5.117,-0.09198,5.0751,0.4018,-85.161,0.0023817,85.161,180,2.2486,0.39113,28.61,-80.601,9.7917,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.014937,322020,0,15.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1498e-4,NaN,NaN,NaN,NaN,2.2579,13.972,994.71,339.77,0.5,0.28797
65.447,152.99,-5.0773,0.079364,5.1171,0.10634,-86.277,0.0023428,86.277,180,2.2132,0.070775,28.61,-80.601,9.7917,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01506,324748,0,15.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3264e-4,NaN,NaN,NaN,NaN,2.2123,13.989,995.01,339.78,0.5,0.28804
65.947,150.45,-5.1103,-0.06607,5.0799,0.3185,-87.344,0.0023023,87.344,180,2.0574,0.31158,28.61,-80.601,9.7917,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01495,322449,0,15.347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2579e-4,NaN,NaN,NaN,NaN,2.0509,14.006,995.31,339.79,0.5,0.28812
66.447,147.9,-5.0799,0.060899,5.1117,0.23819,-88.344,0.0022635,88.344,180,1.9423,0.23028,28.61,-80.601,9.7917,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015044,324533,0,15.543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1982e-4,NaN,NaN,NaN,NaN,1.9383,14.022,995.61,339.8,0.5,0.28818
66.947,145.35,-5.1019,-0.043943,5.0864,0.49588,-89.377,0.0022271,89.377,180,2.1893,0.49393,28.61,-80.601,9.7917,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.014969,322990,0,15.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0941e-4,NaN,NaN,NaN,NaN,2.2,14.039,995.9,339.81,0.5,0.28825
